Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
791602719,"Dec 2, 2016, 6:14:00 PM",Lunch Run,Run,,1271,2.59,,,false,,,activities/791602719.gpx,97.06880187988281,,1271.0,1235.0,2589.89990234375,7.099999904632568,,25.566699981689453,,309.6000061035156,339.8999938964844,32.70000076293945,-0.3629480004310608,,,,,,,,,313.24151611328125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
791610027,"Dec 2, 2016, 6:37:43 PM",Lunch Run,Run,,572,1.63,,,false,,,activities/791610027.gpx,97.06880187988281,,572.0,566.0,1634.800048828125,5.0,,11.007699966430664,,309.6000061035156,320.8999938964844,30.100000381469727,0.52605801820755,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
849948324,"Jan 31, 2017, 12:07:39 AM",Evening Run,Run,,799,1.79,,,false,,,activities/849948324.gpx,97.06880187988281,,799.0,799.0,1797.0,4.5,,0.0,,310.0,314.29998779296875,1.7999999523162842,-0.0445186011493206,,,,,,,,,214.04757690429688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
856456269,"Feb 5, 2017, 5:26:04 PM",Lunch Ride,Ride,,2975,6.23,,,false,,,activities/856456269.gpx,97.06880187988281,,2975.0,1392.0,6229.39990234375,16.200000762939453,,12.320799827575684,,310.0,322.79998779296875,25.0,-0.004815869964659214,,,,,,,,87.28669738769531,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
856731363,"Feb 5, 2017, 9:40:02 PM",Afternoon Ride,Ride,,2400,10.36,,,false,,,activities/856731363.gpx,97.06880187988281,,2400.0,2244.0,10368.5,16.899999618530273,,14.942899703979492,,307.0,322.6000061035156,20.0,0.0019289200427010655,,,,,,,,86.42369842529297,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
870062946,"Feb 17, 2017, 11:26:11 PM",Afternoon Ride,Ride,,4615,24.01,,,false,,,activities/870062946.gpx,97.06880187988281,,4615.0,4093.0,24017.5,17.5,,22.19420051574707,,299.8999938964844,322.6000061035156,20.700000762939453,0.000832726014778018,,,,,,,,98.66220092773438,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
876022205,"Feb 22, 2017, 6:07:36 PM",Lunch Ride,Ride,,2932,15.38,,,false,,,activities/876022205.gpx,97.06880187988281,,2932.0,2454.0,15381.2001953125,15.600000381469727,,18.74920082092285,,303.20001220703125,322.70001220703125,22.799999237060547,0.0013002899941056967,,,,,,,,110.10700225830078,301.27587890625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
904189220,"Mar 17, 2017, 9:59:51 PM",Afternoon Ride,Ride,,7381,16.98,,,false,,,activities/904189220.gpx,97.06880187988281,,7381.0,7120.0,16988.69921875,11.800000190734863,,20.700000762939453,,301.1000061035156,322.79998779296875,23.799999237060547,-0.0011772499419748783,,,,,,,,32.83449935913086,260.6665344238281,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
910645836,"Mar 22, 2017, 9:48:50 PM",Afternoon Ride,Ride,,2978,10.62,,,false,,,activities/910645836.gpx,97.06880187988281,,2978.0,2246.0,10627.2001953125,15.399999618530273,,12.276200294494629,,315.0,327.70001220703125,16.799999237060547,0.0,,,,,,,,79.1227035522461,198.14617919921875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
931994483,"Apr 7, 2017, 4:49:38 PM",Lunch Ride,Ride,,3095,14.84,,,false,,,activities/931994483.gpx,97.06880187988281,,3095.0,2798.0,14841.599609375,20.899999618530273,,17.483299255371094,,307.0,324.79998779296875,22.399999618530273,0.02088719978928566,,,,,,,,96.0864028930664,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
